,k,xzero,xt,ComponentA,ComponentB,Fatigue
321,3.0661445609,0.1106275452,0.5785015113,0.252358968,2.2923754839,15.3073328825
322,3.0167043027,0.4398319445,0.6222517538,0.2908797623,2.1392060722,10.137031001
323,3.0030421572,0.0714638249,0.639406604,0.3074373427,2.0797948564,8.2265690905
324,3.0606541539,0.0159226391,0.7444380725,0.4177103864,1.7821871247,15.2539427425
325,3.1629856303,0.6215403711,0.5278668252,0.2117098404,2.4933504473,25.3610193119
326,3.2141831537,0.3055899446,0.8033517757,0.4922307374,1.6320634098,26.150950783
327,3.1477141091,0.6515789329,0.5345113682,0.2168205089,2.465225134,23.321822446
328,3.0721491756,0.072496459,0.5745349142,0.2490298876,2.3070922117,18.0388161569
329,3.1171908763,0.3959984315,0.5489831748,0.2281815173,2.4059055325,22.0485276218
330,3.0206491252,0.1797539184,0.7134166316,0.3824411114,1.8654287167,11.0172750851
331,3.0652012906,0.487100649,0.5791405959,0.2528977492,2.2900187835,17.178354219
332,3.133858551,0.777020472,0.7782315343,0.4591360858,1.6949910025,23.7258146436
333,3.1249829587,0.4550234762,0.5451170623,0.2251153172,2.4215014286,23.0672726718
334,3.1658281564,0.6879861581,0.7892056485,0.473332534,1.667338693,21.5668620913
335,3.0937816163,0.2456024574,0.7617531162,0.4385240962,1.7370838293,20.0729740643
336,3.073118901,0.8962308247,0.5739101509,0.2485078348,2.3094247769,17.4402800781
337,3.1936562925,0.2266670465,0.7976496582,0.484528925,1.6462374424,28.1394516827
338,3.234607473,0.0089932501,0.5005054813,0.1913489582,2.6156687028,29.4616767539
339,3.1273014411,0.482398512,0.5439911719,0.224226666,2.4260770652,23.2898874115
340,3.1707044987,0.6072865604,0.5246355268,0.209248205,2.5072402737,26.1352902047
341,3.0902244203,0.2658575046,0.7600919651,0.4364908721,1.7413696682,19.3968507459
342,3.2767893947,0.2259236328,0.8186063663,0.5134295974,1.5943887351,33.0252837408
343,3.2064807266,0.6695830327,0.510609114,0.1987407183,2.5692224437,26.9504340913
344,3.2985743661,0.4663578753,0.4798561573,0.1766948855,2.7157331461,34.3462846613
345,3.2143281775,0.6464258769,0.5077163442,0.196609343,2.5823612262,28.4838767858
346,3.1881549262,0.8310991284,0.79604992,0.4823888768,1.6502244522,27.9572254336
347,3.188440161,0.9962643926,0.5174993279,0.2038663445,2.5384245206,25.3828156174
348,3.0675157907,0.4965698776,0.5775801266,0.2515834357,2.2957796291,17.4429074517
349,3.1981000001,0.6033921408,0.513766774,0.2010811169,2.5550224801,28.094766395
350,3.008307393,0.485249372,0.6328266067,0.3009012524,2.1031039309,8.8452864971
351,3.223294998,0.9645469777,0.5044825559,0.1942410172,2.597198899,27.3005229928
352,3.048891493,0.5230635806,0.5910289534,0.2630410134,2.2469079848,15.1079634449
353,3.1389937428,0.8726046746,0.7801027454,0.4615293165,1.6902561062,23.1738579852
354,3.2903372141,0.2612382762,0.8215604263,0.5176402094,1.5871263698,33.2575109156
355,3.2183739136,0.4800065791,0.5062480785,0.195532162,2.589078304,29.8406600027
356,3.2889729408,0.3235146196,0.4827784931,0.1787322094,2.7011275405,32.3133165438
357,3.1266893667,0.8485265283,0.7755397476,0.4557126453,1.7018174844,23.162094149
358,3.294851068,0.0904646887,0.4809826965,0.1774788417,2.7100847169,33.0617516282
359,3.1075864612,0.1727400717,0.7678559676,0.4460628293,1.721407652,21.5509248581
360,3.1326831124,0.2947671454,0.777796687,0.4585815081,1.6960925663,22.13637278
361,3.1740332968,0.8333414616,0.7917901365,0.4767335802,1.6608650394,26.9776008757
362,3.1399236746,0.7876992555,0.7804367659,0.4619576869,1.6894117969,24.2964708586
363,3.160791171,0.6035999353,0.528800463,0.2124239782,2.4893633363,25.4391655664
364,3.0124288525,0.2193632984,0.7041774572,0.3725534377,1.8901381276,9.752475352
365,3.2958782179,0.8609217019,0.8227381906,0.5193289218,1.5842333366,34.1626350528
366,3.092806131,0.8805752329,0.7613013927,0.4379702991,1.7382489046,13.4291288978
367,3.0659265645,0.9160996892,0.5786486615,0.2524829902,2.2918322578,17.7498691235
368,3.2337237153,0.6650830937,0.5008122183,0.1915712045,2.6142353682,29.1140177065
369,3.1201586531,0.9330052366,0.5474953352,0.226998812,2.4118863455,23.2585481235
370,3.1120132101,0.9983694725,0.7697088539,0.448373457,1.7166690889,21.6159156778
371,3.0249516739,0.314935191,0.7164518346,0.3853150641,1.8593922259,7.6911442334
372,3.2191274432,0.2699550638,0.804666886,0.4940237016,1.6288021879,29.123882003
373,3.2353165972,0.0996524756,0.5002598306,0.1911710691,2.6168176644,29.0986666693
374,3.1308582178,0.9976203588,0.7771166117,0.4577153707,1.697816288,23.8840025156
375,3.2020993056,0.0869430879,0.5122508819,0.1999557578,2.5618211123,28.2688028156
376,3.2926392551,0.3287067074,0.4816559098,0.1779481779,2.706720099,32.7843569425
377,3.157497368,0.6005165254,0.5302147556,0.2135082367,2.4833456727,25.2221848364
378,3.2234986314,0.6588922647,0.5044099726,0.1941880323,2.5975337751,28.7000481525
379,3.0640940982,0.6868769812,0.7464631323,0.4201016648,1.7768630666,13.3632782182
380,3.0781404879,0.0418294311,0.5707398793,0.245868339,2.3213231988,14.2695431957
381,3.1372625243,0.2701023145,0.7794770092,0.4607277836,1.6918385148,23.4695745167
382,3.276208963,0.8993924665,0.486753473,0.1815226372,2.681502872,30.9405650541
383,3.2574148481,0.4789485065,0.4928067443,0.1858148361,2.6521388418,32.1444962198
384,3.2130507232,0.8446352818,0.8030475212,0.4918168292,1.6328183046,29.5443906869
385,3.2644337296,0.535700602,0.4905169737,0.1841851309,2.6631735758,32.4625676652
386,3.0398648641,0.1331645251,0.7304384369,0.4014428235,1.8195329301,11.2555624248
387,3.0494464178,0.3323796424,0.5910204866,0.2629607335,2.2475617511,8.525568415
388,3.0575672073,0.6044229575,0.5844946709,0.2574372472,2.2704355222,15.5044989773
389,3.064917484,0.8621781163,0.7469391613,0.4206660494,1.7756107544,16.1153495165
390,3.2414752883,0.5781051422,0.4981438493,0.1896423458,2.6267543109,30.998047069
391,3.2146563862,0.0365153039,0.5075966565,0.1965214187,2.5829075526,26.87890908
392,3.1591725137,0.0608241662,0.5294935196,0.2129549337,2.4864111405,25.7032176288
393,3.113874789,0.3780719734,0.5506689904,0.2295256986,2.3991605028,21.4775545501
394,3.0936111876,0.3741181993,0.5615724102,0.2383255834,2.3563244966,19.4015518559
395,3.234916149,0.1165374071,0.8087285235,0.4996015002,1.618747188,29.3435782847
396,3.244822519,0.718079527,0.8111765568,0.5029932913,1.6126985605,29.8872655827
397,3.0627421481,0.7030259246,0.745675372,0.4191704581,1.7789311188,14.9511892213
398,3.2849500155,0.0394098879,0.4840199795,0.1796013444,2.6949685764,32.7463827643
399,3.0123019982,0.4949654811,0.6276814247,0.295972244,2.1207442161,9.5442339624
400,3.2618072572,0.9996968214,0.4913696424,0.1847911351,2.6590541916,28.1087541655
401,3.2755562514,0.404880409,0.4869596097,0.1816679513,2.6804926578,33.011355072
402,3.0043848862,0.861361802,0.6894909879,0.356803956,1.9324084736,5.5168411646
403,3.1420191635,0.1806660261,0.7811841589,0.4629174813,1.6875235661,24.5270993447
404,3.1134737998,0.1741139674,0.770310092,0.4491254396,1.7151335106,22.0956353975
405,3.007894942,0.9191818148,0.6332418128,0.3013207926,2.1015536539,9.584421638
406,3.0563580348,0.1100373136,0.5853756527,0.2581884735,2.2672416193,14.3168440683
407,3.2543502038,0.4821670419,0.4938178323,0.1865368277,2.6472940406,31.9710098184
408,3.0192188331,0.6611804314,0.6324771259,0.2987133832,2.1173377609,3.8560556406
409,3.2741684511,0.4755952362,0.4873988495,0.1819777891,2.6783425151,33.0664706856
410,3.1128774929,0.927159714,0.5511809589,0.2299347799,2.3971186916,22.5865682529
411,3.1843711692,0.5431479598,0.5191030079,0.2050692641,2.531354517,27.5213578762
412,3.2821132654,0.5516598242,0.4849016233,0.1802198774,2.6906112151,33.3756202236
413,3.237547974,0.4590734243,0.4994895818,0.19061385,2.6204264903,30.9956601471
414,3.0961822105,0.9784330966,0.7628524484,0.4398740408,1.7342520304,21.1841791978
415,3.2369887367,0.370571264,0.4996822374,0.1907531427,2.6195229623,30.518013663
416,3.1514941524,0.26009536,0.7844760529,0.4671662463,1.6792224591,24.7837154407
417,3.2725313317,0.1647431644,0.8176551792,0.5120813286,1.5967291394,32.9229458962
418,3.0308876303,0.3730846859,0.6068086925,0.2768593375,2.1917580888,11.1956236217
419,3.1960728666,0.0085748544,0.5145415992,0.2016576189,2.5515604226,27.4877049327
420,3.081099905,0.9675817104,0.7556401759,0.4310807551,1.7528970315,19.0657160686
421,3.0530503551,0.0216449797,0.7397108438,0.4121696605,1.7946756267,15.6438659492
422,3.20122804,0.021451192,0.7998004193,0.487420299,1.6408845115,28.3510312994
423,3.189581834,0.2256911979,0.796467936,0.4829472139,1.6491821739,27.8764848691
424,3.1032688093,0.7001450309,0.7660022393,0.4437613825,1.7261579523,18.9586025676
425,3.1764415861,0.2478779844,0.7925329443,0.4777152552,1.6590069833,26.773786098
426,3.1622633737,0.706956989,0.788055834,0.4718266393,1.6702232734,24.1609878322
427,3.2050137648,0.5329417798,0.5111566285,0.199145488,2.5667497346,28.9263788217
428,3.1391030428,0.601658329,0.5384202564,0.2198579198,2.4489463777,23.7531776707
429,3.2453810929,0.1624080653,0.8113124095,0.5031821864,1.6123631387,31.396655003
430,3.25587255,0.3134589561,0.4933147071,0.1861773777,2.6497027367,29.0234251341
431,3.1529050414,0.0229445164,0.7849544979,0.4677866838,1.6780180477,25.04478063
432,3.177833073,0.6489526997,0.5217208588,0.2070410198,2.5198912729,25.8323222423
433,3.082547664,0.1547576882,0.7563660475,0.4319590604,1.7510132715,18.7940200912
434,3.1000631616,0.3071817818,0.7645945349,0.4420204621,1.7297718104,18.2574842919
435,3.2530159207,0.9389772879,0.4942602317,0.1868531902,2.645179518,32.3111200592
436,3.2862724861,0.4101867784,0.4836107284,0.1793145983,2.6969958554,33.6087192938
437,3.2720432349,8.5162e-05,0.4880740054,0.1824545719,2.6750439874,28.7766440315
438,3.0944026889,0.6560958799,0.5611249734,0.2379608281,2.3580560625,17.8058332827
439,3.1771590745,0.3629155744,0.5219936891,0.2072470943,2.5187020883,26.3899975656
440,3.1676281665,0.4649051563,0.5259137032,0.2102200841,2.5017291069,26.432960542
441,3.026749132,0.128244192,0.7151163188,0.3828056065,1.8680925948,5.9289774035
442,3.2249326764,0.7883255495,0.8061841211,0.4961001286,1.625043161,30.1114868904
443,3.2155971742,0.9807144645,0.8037300803,0.4927458538,1.631124999,30.1188768192
444,3.1937129329,0.2384538993,0.7976659633,0.4845507832,1.6461968299,28.0449676776
445,3.0510254256,0.9981667956,0.7383862277,0.4106270697,1.7981917956,15.2067935293
446,3.0605446087,0.7702307773,0.7443726398,0.4176334162,1.7823589082,16.5726621086
447,3.2087585506,0.8689791539,0.8018837766,0.4902367691,1.6357071258,28.8565757581
448,3.2731543652,0.5892706243,0.4877206301,0.1822049445,2.6767694558,32.7277283992
449,3.1590533382,0.8168340975,0.7870058315,0.4704553042,1.6728599391,25.8930753786
450,3.0805134076,0.4202703802,0.5692773102,0.2446560969,2.3268470208,18.6764656545
451,3.1429481137,0.5148152446,0.536659432,0.2184868234,2.4562553642,24.5391057681
452,3.0472050424,0.2769733951,0.7358042772,0.4076343185,1.8050596915,14.189998164
453,3.2674640477,0.6472161979,0.4895392797,0.1834915358,2.6679120515,31.742184557
454,3.1505173585,0.8473678908,0.7841430803,0.4667348942,1.6800609726,25.1359714057
455,3.1505108987,0.3012894815,0.7841408734,0.4667320365,1.6800665308,22.9911174227
456,3.0351344174,0.1061160061,0.6027288723,0.2732488458,2.205787441,12.1062359873
457,3.0584453602,0.7847315561,0.7431021337,0.4161386538,1.7857080254,16.4457674043
458,3.2929418702,0.439179312,0.4815636249,0.1778838032,2.7071808467,34.0345141374
459,3.1463939264,0.5453866859,0.5351026505,0.2172784927,2.4627501967,24.7271163786
460,3.040605076,0.8885986312,0.5978631691,0.2689726856,2.2227653629,12.4761050098
461,3.0655641627,0.6437067873,0.5788942555,0.2526899828,2.2909268071,15.1785676133
462,3.09425722,0.4461408126,0.5612070629,0.2380277249,2.3577382137,20.2261737421
463,3.215302593,0.1270017984,0.8036514149,0.4926386965,1.6313201148,28.8408079688
464,3.1839706278,0.9188566203,0.519261913,0.205188664,2.5306559486,27.8118198398
465,3.1816914536,0.3727966935,0.5201697396,0.2058715072,2.5266718385,26.9000053159
466,3.0472930009,0.9176923421,0.5922939224,0.2641340158,2.2423992633,15.5411359116
467,3.2799545722,0.9889248998,0.8193062452,0.5144239738,1.5926673074,32.3616992498
468,3.1778021207,0.673079559,0.5217333758,0.2070504717,2.5198366927,24.3247115206
469,3.0343321424,0.7845366013,0.7261164716,0.396560454,1.8310360103,13.2493305709
470,3.2485627426,0.0881449585,0.495746527,0.1879180874,2.6380990451,30.8973208179
471,3.051088096,0.3492195567,0.5893314113,0.2615770672,2.25299342,12.8451087327
472,3.1132584781,0.0339066377,0.7702217644,0.449014898,1.7153590399,20.7982848201
473,3.2942800516,0.4671656654,0.4811562106,0.1775997477,2.7092167454,34.1262084651
474,3.1418136701,0.4491986065,0.5371763077,0.2188888136,2.4541058034,24.4446135514
475,3.096136252,0.8226415342,0.7628315613,0.4398483595,1.7343058008,20.5957285138
476,3.0947658711,0.9549211984,0.5609203077,0.237794087,2.3588488464,19.6164382637
477,3.0082542701,0.9022727774,0.6331056164,0.3011436486,2.1023376033,8.9861954808
478,3.1626705986,0.6860198228,0.7881880382,0.4719995611,1.6698914641,20.3564251169
479,3.0521848522,0.2167332671,0.7391485882,0.4115145318,1.7961664318,15.6999922077
480,3.1828025011,0.9706943836,0.7944620959,0.4802735781,1.6541865554,27.4843747052
481,3.2117435128,0.0444615269,0.508662493,0.1973051271,2.5780500507,28.7728485258
482,3.2999150221,0.1497391332,0.8235855411,0.5205474346,1.5821527231,34.2784291976
483,3.2944441647,0.0117590101,0.8224350198,0.5188936787,1.5849779128,32.8213046105
484,3.1645243283,0.2572495791,0.7887870491,0.4727837904,1.6683885217,25.7939626523
485,3.1954860348,0.7414029547,0.7981747131,0.4852332735,1.6449298857,27.663782859
486,3.1619095817,0.2583430619,0.7879407957,0.4716762175,1.6705120301,25.5861192793
487,3.0170859645,0.0638959252,0.6217390083,0.2904115602,2.1408893223,10.4530650267
488,3.2127263179,0.8108174886,0.8029601498,0.4916980312,1.6330351126,29.5050263515
489,3.0675587345,0.5378064084,0.5775514293,0.2515593019,2.2958858006,17.350706139
490,3.0162840152,0.8830927827,0.6259730542,0.2939204142,2.1297365682,7.2522556162
491,3.0266169733,0.2252779995,0.7193401613,0.3889655747,1.8493671629,12.062568352
492,3.1332548147,0.2830388798,0.7780084954,0.4588515615,1.6955559505,22.7536854351
493,3.1158132412,0.5054939573,0.5496804832,0.2287369854,2.4031115133,22.281833497
494,3.058780322,0.5081712253,0.5836210711,0.2566933858,2.2736116447,16.3947675984
495,3.1851461145,0.520563736,0.5187961021,0.2048387627,2.5327047256,27.6330945826
496,3.1302719836,0.3577405223,0.5425642146,0.2231031566,2.4318984232,22.4561820046
497,3.2391222851,0.6868133402,0.4989486182,0.1902230093,2.6229666966,27.1234131649
498,3.2774430399,0.0857033425,0.4863645091,0.1812486039,2.6834110645,32.5238316364
499,3.0744821955,0.9524518775,0.573038826,0.2477808007,2.3126845353,17.8077295461
0,3.4137348745,0.213463522,0.8443944854,0.5514577628,1.5312042777,39.3769628158
1,3.4398923874,0.2725173201,0.8493037346,0.5556925114,1.5283699476,39.2064839647
2,3.5125928301,0.8590344483,0.8779152396,0.4918560667,1.7849027366,41.6785911559
3,3.5869777495,0.7467120443,0.7970529825,0.6667111417,1.1954997188,40.7541532563
4,3.49925814,0.0543005605,0.3832196762,0.1251861112,3.0611996213,40.594687159
5,3.5815491356,0.2440553087,0.8806636228,0.4358831098,2.0204123603,40.9983196178
6,3.4039172058,0.7369872123,0.8427996203,0.5490206081,1.5350965115,37.9600923793
7,3.5401784426,0.7508820532,0.8207870986,0.6347253673,1.2931373802,40.4817227867
8,3.4176939398,0.5342913958,0.4475707465,0.1549738297,2.8880408211,39.6715357077
9,3.5464965681,0.5792092852,0.513067403,0.1754523149,2.9242555356,41.2997987798
10,3.5852408355,0.6626417534,0.3710376252,0.1172341358,3.1649282246,40.8823751645
11,3.4040007268,0.2986419292,0.4509587222,0.1571866868,2.8689371307,36.354865358
12,3.5574219181,0.4207893301,0.4970055473,0.1678998263,2.9601313958,41.4476938227
13,3.5072563688,0.7438930072,0.8255237832,0.6209299579,1.3294958194,39.9265715281
14,3.5457008812,0.3224868568,0.5145221552,0.1761351382,2.9211783667,40.4450101517
15,3.4945945208,0.8399808583,0.8280846905,0.6141858367,1.3482640612,41.0146436758
16,3.5696428005,0.7301891846,0.883300826,0.4494822723,1.9651516433,39.223474589
17,3.4032816889,0.2143268841,0.842695368,0.5488612065,1.535352395,38.950235463
18,3.4360207702,0.3672296366,0.4430039244,0.1520479199,2.9135809592,40.2370571007
19,3.490237856,0.6257199727,0.3883763785,0.1275420106,3.0450859024,40.6254391642
20,3.4689545104,0.7816864196,0.8654906284,0.5224476726,1.6566073003,40.5339760853
21,3.5032058667,0.6931210995,0.3811279961,0.1242262143,3.0680158641,39.5921143627
22,3.4429343298,0.3164125469,0.4377482011,0.1494916975,2.9282442323,39.6186941715
23,3.4373522826,0.5511363508,0.4430926124,0.1520132308,2.9148292569,40.4242855133
24,3.407462432,0.6611463468,0.4500946896,0.1566210165,2.8737822024,38.4026419123
25,3.4504562868,0.0568957417,0.4277302066,0.1449836272,2.950196619,40.4618694625
26,3.4074633848,0.1796378037,0.843379134,0.5499061582,1.5336782855,39.2224350619
27,3.4841539235,0.9254946848,0.4903113118,0.1694339348,2.8938200146,40.8330500007
28,3.4989518058,0.2115192464,0.8747377481,0.4997589172,1.75031944,40.8805575016
29,3.4392067734,0.2036747182,0.8483897428,0.5576037552,1.5214921615,40.4326905552
30,3.5573624947,0.1611761193,0.8094905041,0.6498213563,1.2457123735,41.1402896076
31,3.5041339143,0.7357662356,0.82611823,0.6193510575,1.3338448687,39.65823702
32,3.4026748388,0.1789461435,0.8425955611,0.5487092281,1.5355957545,39.0295925774
33,3.4687995739,0.2832149978,0.8352212733,0.5960152588,1.4013420981,38.539642144
34,3.4466129708,0.3166091414,0.4335485613,0.147565245,2.9380126835,39.7567378515
35,3.4800507828,0.0093006267,0.8694424397,0.5128009487,1.6954774397,39.5530396688
36,3.5501622969,0.7775535154,0.8855053213,0.4760566401,1.8600839619,40.3779830253
37,3.5960217051,0.5332644257,0.4450826518,0.1447125767,3.0756321381,42.5230817806
38,3.4324662589,0.3422070798,0.4443482827,0.1528034031,2.9079737334,39.7928315769
39,3.5748682625,0.1973043299,0.8299231841,0.633585553,1.3098833773,41.3027601214
40,3.4564722817,0.7671514536,0.8592756225,0.5374296648,1.5988615418,40.2812625484
41,3.5177029366,0.2547623737,0.8236801462,0.6258854885,1.3160237158,40.3189553965
42,3.4822939396,0.0193762185,0.8310544256,0.6065296709,1.3701793424,40.2570138297
43,3.558883991,0.0460970986,0.3735141793,0.1191491295,3.1348460615,40.6169708503
44,3.5564217943,0.7480415462,0.8098204305,0.649310013,1.2472015129,40.3038223986
45,3.4374319702,0.1558469592,0.8479395734,0.5576349517,1.5205997594,40.4179799796
46,3.5880869721,0.305202757,0.5318345821,0.1809738598,2.9387370234,41.2290776375
47,3.4349342206,0.6658050165,0.4439471708,0.1525014205,2.9111018727,39.4446957451
48,3.5238856987,0.1014021423,0.822679985,0.6286149592,1.308718434,40.2486129973
49,3.5421078702,0.6647702493,0.5218476477,0.1795735106,2.906039125,40.4967776191
50,3.4787774597,0.4986855414,0.4861917806,0.1679749707,2.8944299179,40.9280977452
51,3.4537802059,0.2265694928,0.8574797531,0.5415593493,1.583353245,40.5462147801
52,3.487872059,0.0241401293,0.871796015,0.5070223695,1.7194429031,39.3673292164
53,3.4389869534,0.8458505799,0.8481799043,0.5579951916,1.5200487694,40.5820714075
54,3.4720535164,0.5870532784,0.4011574596,0.1333107066,3.0091916088,40.865748927
55,3.4214032855,0.9271807659,0.4466811158,0.15439176,2.8931668107,39.8232391539
56,3.5445126044,0.4601930524,0.5164544396,0.1770531734,2.9169453997,40.9613907553
57,3.4028970185,0.4154161522,0.4512350478,0.1573678417,2.8673904593,39.0867097216
58,3.4044354548,0.3672747757,0.4508499006,0.1571153996,2.869546218,38.9371611085
59,3.4778244286,0.4884211674,0.4854236721,0.1677001646,2.8945926996,40.9423803053
60,3.4214928449,0.9520674488,0.4466360709,0.1543677703,2.8933246233,40.192332595
61,3.5773386357,0.678444095,0.5453322673,0.1876552755,2.9060321683,40.561137157
62,3.4102421525,0.2492077562,0.8438301658,0.5505968841,1.5325734492,38.8524597069
63,3.5740922865,0.0290134556,0.3404441396,0.1066214486,3.1930173893,40.4914707422
64,3.5110093,0.9143656524,0.5072736321,0.1751628975,2.8960107378,39.4696700779
65,3.4134048468,0.04061162,0.4486240316,0.1556601506,2.8820737341,39.0103448664
66,3.402196311,0.3913570089,0.4514108798,0.1574831341,2.866407773,38.9800597566
67,3.452472706,0.9715630478,0.4250301737,0.1437822525,2.9560684035,39.0902441339
68,3.585784212,0.8849775471,0.8912699568,0.4620065184,1.9291285326,41.73202103
69,3.5381087166,0.3288886289,0.5212277623,0.17955997,2.9028060214,40.5577721535
70,3.4177480491,0.5581635035,0.4475527597,0.1549631987,2.8881228789,39.6287012519
71,3.48786606,0.7732961557,0.8717943099,0.5070265659,1.7194253091,40.3820907229
72,3.579588698,0.792381913,0.8801975209,0.4359178629,2.0191820427,41.6053847188
73,3.5680504804,0.344846626,0.3793187678,0.1209351108,3.1365479002,41.1046338502
74,3.4189569262,0.7443159957,0.8452241058,0.5527546142,1.5291127093,38.7455946531
75,3.483220709,0.4334304859,0.4896201528,0.1691909225,2.893891384,41.5378707113
76,3.469182595,0.5392907219,0.4777745046,0.1649173517,2.8970541888,40.9492937831
77,3.498958022,0.4613279297,0.5002449167,0.1728451166,2.8941802147,40.9997093153
78,3.4602640919,0.1725714613,0.8388096138,0.587109003,1.4287118908,40.8613448559
79,3.5791546636,0.7888689577,0.8868187755,0.547188475,1.6206824815,41.2780757935
80,3.5690440368,0.2111606112,0.89039373,0.5228732922,1.7028862311,41.2718820069
81,3.5700807511,0.9280221061,0.5621254862,0.1957871763,2.8711047218,41.0714990575
82,3.5887486564,0.3741330205,0.3414521924,0.1064840479,3.2066041724,41.9113023469
83,3.4858564176,0.234695413,0.8712151403,0.5084511072,1.7134688627,40.5331980647
84,3.5246350473,0.9975974113,0.5144318132,0.1774371595,2.899233816,39.9852985517
85,3.4091960297,0.3600563882,0.449663939,0.1563393462,2.8762045515,39.0711118446
86,3.5324766932,0.2236928359,0.8819418327,0.4817437568,1.8307281003,40.6028341073
87,3.4941449683,0.3891890117,0.3860720117,0.1264911325,3.0521666141,40.9356229454
88,3.5225967939,0.9854381564,0.8800161793,0.4865946864,1.8085199117,41.0040205216
89,3.4163172686,0.6724588663,0.4479021253,0.1551909403,2.8861357795,38.5349186673
90,3.5034170711,0.4547931587,0.5029358759,0.1737421421,2.8947258846,41.0236512847
91,3.4550778162,0.2198953232,0.8583543047,0.5395891614,1.5907552746,40.6401948942
92,3.5878055718,0.0626086901,0.5458393514,0.1871699875,2.9162760477,41.7932897861
93,3.4059324788,0.5808369476,0.4504755907,0.1568703507,2.8716426563,39.0602169504
94,3.5939241956,0.5913490093,0.5547155404,0.1907236626,2.90847781,42.944337216
95,3.4642434095,0.2160912091,0.8634660465,0.5273683261,1.6373111614,40.7480484659
96,3.4989427856,0.9773992113,0.8747355023,0.4997644809,1.7502954607,40.7740643299
97,3.4651777486,0.2072036536,0.8638560942,0.5265267863,1.6406688446,41.0330071885
98,3.4902973722,0.9191393233,0.3883403806,0.1275256183,3.0451950417,40.3647989978
99,3.5186223725,0.376709848,0.3736998271,0.1207985888,3.0935777555,40.8957922332
100,3.5728111402,0.2693454035,0.8931989564,0.5010351859,1.7827070462,39.8062727488
101,3.4574465057,0.3685400122,0.4167867274,0.1402049977,2.9726952262,40.8394295576
102,3.5590836334,0.9410529899,0.349282595,0.1103056966,3.1664964339,41.5051558059
103,3.5309827007,0.0033125275,0.3684062891,0.1183396044,3.1131276049,40.2481974691
104,3.5640852504,0.0363196727,0.5538865887,0.1924415233,2.8782072555,40.7627397207
105,3.4255675352,0.8371164656,0.8462583379,0.5543894232,1.5264691254,40.0199134136
106,3.422890406,0.8046894438,0.8458461411,0.5537160619,1.52758101,39.7413742226
107,3.576732215,0.5885025717,0.350874381,0.1102554009,3.1823781707,41.8482846281
108,3.5177659731,0.064050855,0.5109131851,0.1763303674,2.8974770067,40.6811777881
109,3.4317561651,0.6537072395,0.4444568145,0.1528875332,2.9070834305,39.5162022116
110,3.5626968623,0.3395148643,0.3474979347,0.1095360324,3.1724531834,41.2318261331
111,3.5524915477,0.0796125084,0.3714657233,0.1186403845,3.1310225846,39.8746550645
112,3.5622480441,0.4121485458,0.3744100019,0.1193492124,3.1370965458,41.6109952312
113,3.4417553233,0.393212797,0.4389652087,0.150058698,2.9252900008,40.5205883006
114,3.5083117199,0.5913916009,0.3785473575,0.1230386612,3.0766537428,40.9113543153
115,3.599771289,0.2801644207,0.4128168255,0.132139464,3.1240994404,39.4613964355
116,3.5346531881,0.8142897939,0.8210861814,0.6330559703,1.2970198843,40.8444628978
117,3.5322695304,0.5005102768,0.5181607217,0.1785866007,2.9014535221,40.8769463332
118,3.5133708452,0.8667070973,0.8780848219,0.491432487,1.7867862731,41.0354475932
119,3.4426987953,0.6658764494,0.4449997109,0.1525219044,2.9176118188,39.7196051218
120,3.5524088689,0.121223392,0.8880764573,0.4973071579,1.7857705107,40.8050706893
121,3.4692207358,0.9388594183,0.4036061349,0.1344034104,3.0029456376,41.3458475278
122,3.5051842369,0.6353284666,0.3801122753,0.1237592267,3.0713853464,40.5932930029
123,3.592051897,0.9798269274,0.8417355875,0.6251686764,1.3464135669,42.1467861046
124,3.4350409514,0.8356168729,0.8475414984,0.5571486626,1.5212124795,40.364642008
125,3.5208110906,0.3467814633,0.3727252847,0.1203468314,3.097092632,41.002813742
126,3.5250388033,0.670092092,0.5146335011,0.1774999416,2.8993446215,40.1873368672
127,3.4772143179,0.6578004167,0.4849252433,0.1675213812,2.8947065725,40.3005911426
128,3.5588666415,0.912743967,0.889646803,0.5044304738,1.7636658554,38.5243905477
129,3.5198622221,0.115646921,0.8794582587,0.4879948322,1.8021876476,40.5919444316
130,3.5240300295,0.639628409,0.371322922,0.1196959509,3.102217904,40.5712088696
131,3.4125107011,0.7214113474,0.8441972729,0.5511562268,1.5316841793,37.5305465858
132,3.4514884301,0.9346407826,0.4528009339,0.1553118051,2.9154315317,41.0788863984
133,3.4228488662,0.1871986654,0.8458363017,0.5537149043,1.5275664338,39.822551663
134,3.5906835707,0.1637610892,0.7942181036,0.6697393499,1.1858614902,42.3620942218
135,3.4862358929,0.3340369809,0.4918208119,0.1699621596,2.8937077117,40.4813528999
136,3.4920076142,0.3619868614,0.3873180925,0.1270597798,3.0483138955,40.882596586
137,3.5760104753,0.8720037409,0.8834026499,0.4455556389,1.9826988432,41.3717085737
138,3.5392574858,0.3350331279,0.5208271393,0.179308835,2.9046373491,40.7876751777
139,3.4896296309,0.1220210631,0.8722897498,0.5058065874,1.724551976,40.6440180029
140,3.5804802902,0.0175314486,0.8486508312,0.6139231927,1.382340399,41.5730086687
141,3.5524891975,0.6917916153,0.543629523,0.1885963657,2.8825026458,39.9043853679
142,3.4704120853,0.1598024849,0.8346489385,0.5974460166,1.3970282089,40.9535739161
