,k,xzero,xt
615,3.8078514514,0.0093890836,0.9506369877
616,3.6614429213,0.6656732492,0.4704300782
617,3.9312649945,0.8715453409,0.9543632353
618,3.6281242519,0.6027169981,0.6416578383
619,3.9462832253,0.437451665,0.5055567749
620,3.9192081526,0.9509594242,0.7584567416
621,3.8213503962,0.3827448678,0.5296345025
622,3.9565111216,0.4037463476,0.6904053399
623,3.8645230147,0.578658903,0.411180165
624,3.6436535599,0.836709487,0.8234971584
625,3.8929838184,0.8971407701,0.225605751
626,3.7550373919,0.6794305706,0.6484286195
627,3.8930338811,0.832512203,0.8327405616
628,3.9445542095,0.8211168446,0.9066851589
629,3.9359576005,0.2147711893,0.7072883889
630,3.9203743987,0.0228358367,0.2242975829
631,3.6438462539,0.395263917,0.4306413171
632,3.7720310865,0.4393948816,0.6833030628
633,3.6798467595,0.457725971,0.7635760596
634,3.7422755617,0.246651594,0.935559015
635,3.8359486366,0.5826984439,0.2339575966
636,3.6645624146,0.3955809214,0.3444801974
637,3.8305823418,0.9108869126,0.1554921025
638,3.8858725197,0.5276437576,0.2150110823
639,3.6914609121,0.6857748153,0.921895478
640,3.6014139276,0.6941229154,0.3777631312
641,3.8929107011,0.3365549455,0.1855701415
642,3.7701392791,0.6175755712,0.5241605662
643,3.7497085509,0.0321249205,0.4567911807
644,3.9393755309,0.6150954554,0.2853241987
645,3.6991320196,0.0564281528,0.9162214666
646,3.6801257272,0.933335624,0.7267847537
647,3.7788579576,0.2327648638,0.3877006757
648,3.8944383817,0.787936189,0.9062759317
649,3.6491932684,0.5665826193,0.4895324323
650,3.9769348341,0.3569718361,0.44982516
651,3.9086468327,0.1092188888,0.1106447241
652,3.7993356328,0.9813383362,0.328941932
653,3.8354303666,0.1028274244,0.9587136156
654,3.788012857,0.0300428218,0.945816581
655,3.7735594158,0.7581828082,0.8605810902
656,3.6779480419,0.4786758806,0.3509812196
657,3.873532666,0.2651234269,0.8240470885
658,3.8303252027,0.3388909563,0.5342660938
659,3.9839592911,0.3439917517,0.405105228
660,3.8119180218,0.7638125568,0.1952382223
661,3.7928201114,0.6230712937,0.7690831606
662,3.9922478926,0.9722012326,0.797799389
663,3.8410087654,0.1657439391,0.4862888508
664,3.950848805,0.8707435865,0.9068735127
665,3.8738357765,0.2558415057,0.9612332961
666,3.7660695825,0.0992532662,0.9112325651
667,3.6281923973,0.4162304541,0.3059404101
668,3.7439309684,0.4952145079,0.4948831487
669,3.9216860976,0.5373090595,0.5321683799
670,3.7101756697,0.616359721,0.507235904
671,3.9004128491,0.770809691,0.9739741059
672,3.8345008281,0.2009181527,0.1523873085
673,3.6701230116,0.4131254861,0.2834060866
674,3.7809338965,0.6207840521,0.9423198371
675,3.837722263,0.7100393408,0.1505358165
676,3.7050909212,0.8406898675,0.7871554667
677,3.6389503648,0.7662515027,0.8429450102
678,3.6935333215,0.4469174667,0.8746252678
679,3.8392390697,0.9526291116,0.1497836599
680,3.7918592314,0.0874809224,0.1966504277
681,3.9536659104,0.968324305,0.9021014821
682,3.7265578386,0.7146636432,0.6751204296
683,3.6694426354,0.6216378762,0.4789862945
684,3.8892302682,0.2192147365,0.7737900664
685,3.9435952658,0.4469530443,0.5183422753
686,3.6970567221,0.316444129,0.3114712048
687,3.7028769831,0.232174286,0.5211923561
688,3.9866540562,0.8850424705,0.8338560699
689,3.8441429144,0.231787746,0.9583844981
690,3.6559521311,0.09047475,0.912026615
691,3.7907074724,0.1086584201,0.835015508
692,3.7512537451,0.9085642942,0.2225733184
693,3.7493123851,0.4235126707,0.6973035414
694,3.646372409,0.6053714061,0.2938658624
695,3.8546657695,0.217455192,0.4790967761
696,3.6532905406,0.4198126736,0.6827274939
697,3.9513809461,0.8367336518,0.9184573049
698,3.7112409396,0.3651605833,0.4899153293
699,3.659214711,0.7715164929,0.7638558321
700,3.8107188674,0.3058495539,0.3281603107
701,3.7197050735,0.0266949531,0.7052030264
702,3.7517901085,0.364420089,0.5100071892
703,3.9884045993,0.277335964,0.2161537254
704,3.6799180436,0.5779333133,0.8003782121
705,3.9120681993,0.9159208244,0.3846137779
706,3.7846019846,0.7302530499,0.6892043891
707,3.7624927392,0.3354171377,0.9380318712
708,3.602618095,0.0793706465,0.5832491171
709,3.6998644447,0.9163553092,0.9005347477
710,3.8349176559,0.3968489844,0.1521251098
711,3.701967871,0.434824099,0.5403750497
712,3.8637196417,0.7077790205,0.6889970607
713,3.6107348761,0.1680148952,0.7940629141
714,3.8535099677,0.6565172337,0.4648214065
715,3.8692777788,0.5575913031,0.7642997331
716,3.6572406066,0.8165194801,0.8947313206
717,3.6577284369,0.2458343277,0.8131616479
718,3.98129566,0.8207785248,0.4335390478
719,3.7565970314,0.4279866587,0.4672221078
720,3.6461659349,0.3310711587,0.5306875409
721,3.9536327274,0.5881163451,0.974373502
722,3.7068511988,0.1004160273,0.7528384646
723,3.9025040924,0.0396392109,0.8625657639
724,3.9442553352,0.5362247809,0.9724345513
725,3.9461563571,0.3462688971,0.0541158772
726,3.940851276,0.1287060188,0.9830359778
727,3.6398739503,0.01151654,0.7981085871
728,3.7407621038,0.5042896254,0.49425696
729,3.9515867623,0.8150521927,0.8437515649
730,3.7935917285,0.9635784497,0.9408287692
731,3.6630519588,0.4368583156,0.4256520298
732,3.8982047829,0.3326488563,0.5320202024
733,3.8298055512,0.1412007635,0.5052862284
734,3.6016556837,0.7315831058,0.8544249888
735,3.8345416013,0.1086076905,0.4952208043
736,3.7785749285,0.2239326962,0.9151648417
737,3.6326964978,0.6404367546,0.3029454085
738,3.9469371171,0.7309375295,0.6356321596
739,3.6661153652,0.1863172341,0.8552995052
740,3.6165117857,0.6051662104,0.3135785718
741,3.9180882075,0.8719477476,0.2772944589
742,3.929301521,0.8945667212,0.7632820297
743,3.8369377198,0.4686613238,0.9589745019
744,3.6475756957,0.272357779,0.8030350262
745,3.9818800575,0.6163180648,0.9530321174
746,3.6706463337,0.6470713118,0.5583752833
747,3.6261654055,0.7778829763,0.9044946589
748,3.7253474474,0.1137628389,0.7990307035
749,3.7174566631,0.7631552361,0.7493733177
750,3.9487060676,0.8250574522,0.2309893057
751,3.643168313,0.6440728706,0.3460636315
752,3.9962343328,0.7388380561,0.5777421239
753,3.8367561427,0.555753872,0.151053794
754,3.857864317,0.3640513709,0.5221833292
755,3.8645519637,0.500019751,0.8182607779
756,3.73063839,0.9912826542,0.2346531438
757,3.8593566778,0.9072993238,0.945669424
758,3.6598781719,0.0795750469,0.4331717555
759,3.9222781282,0.2371236877,0.775260346
760,3.6891504569,0.03727621,0.5820056686
761,3.7059545662,0.4531120893,0.7763867426
762,3.9904905029,0.2005945495,0.648677253
763,3.6221933172,0.1475141549,0.9042579641
764,3.8246367639,0.1718868187,0.9328064479
765,3.9493639304,0.4191836107,0.2676251775
766,3.9193748387,0.8354969218,0.452033062
767,3.639682531,0.2856162313,0.6197086258
768,3.9611499425,0.4482021448,0.9900050651
769,3.7990306801,0.3856000771,0.9423916508
770,3.851863709,0.6931068855,0.9606921349
771,3.736487023,0.1149443806,0.8662021989
772,3.6440886061,0.6320538102,0.342587874
773,3.8794156894,0.27402338,0.941685617
774,3.9594938581,0.074584433,0.0563754192
775,3.717411217,0.1603741761,0.5927367331
776,3.7588989456,0.3955672378,0.868798883
777,3.6696000872,0.0654568287,0.3622426374
778,3.7647761573,0.9280335303,0.7158188005
779,3.839053546,0.5302462945,0.9593076739
780,3.9832246099,0.0020537566,0.4092268353
781,3.9796855872,0.0879842625,0.5927273235
782,3.7579395819,0.5144251521,0.9170544275
783,3.6854799202,0.4219070473,0.3248285882
784,3.6898603929,0.9205158672,0.5769005808
785,3.7608897182,0.1876000198,0.2986596037
786,3.8480342063,0.5263746763,0.9616417058
787,3.945066533,0.185235638,0.1225084993
788,3.6986909618,0.3286860921,0.759066225
789,3.9399346245,0.6175057327,0.5910288128
790,3.9304902848,0.6038518031,0.4774648537
791,3.7534387512,0.2297337632,0.2204047244
792,3.6722828728,0.0590486442,0.2811656043
793,3.6909940836,0.0710063551,0.9202594366
794,3.7247635281,0.2596633163,0.6887187186
795,3.6871274219,0.4551520812,0.9068059838
796,3.9900014633,0.3004273467,0.1512567871
797,3.9916758574,0.1358503857,0.6543577733
798,3.8765944901,0.2872356983,0.5558121567
799,3.6629903529,0.3092515209,0.6413298235
800,3.9066997074,0.2782933317,0.9763808143
801,3.602530601,0.2241695328,0.8822881419
802,3.6734265889,0.9890028584,0.7867243432
803,3.8560568424,0.500023106,0.9586499119
804,3.612059022,0.6032424867,0.569603984
805,3.8001194233,0.0835191079,0.433741058
806,3.811764365,0.390412747,0.1837785138
807,3.8380093228,0.3575584376,0.1503868196
808,3.7268282668,0.120469218,0.731476577
809,3.7916022306,0.5581627481,0.8725887665
810,3.8828864335,0.4328595569,0.705060506
811,3.8668916616,0.4804920883,0.4765551558
812,3.8001905888,0.5609837228,0.317883238
813,3.8732512758,0.1672455599,0.411685416
814,3.9360348381,0.621718305,0.9058566498
815,3.860968936,0.2666723651,0.9454523785
816,3.9701038792,0.8969970025,0.7991150207
817,3.6137581825,0.4230614795,0.455882371
818,3.9092111888,0.9607678186,0.8848458158
819,3.6995701494,0.1869610314,0.7337089816
820,3.8963350802,0.289804233,0.1442135437
821,3.6682858043,0.1648627565,0.8098605583
822,3.8226629298,0.8716619819,0.5895621339
823,3.6738622265,0.1754865714,0.7941956789
824,3.7723178764,0.3574852036,0.243983698
825,3.7909308442,0.3223945241,0.9468515321
826,3.7106336975,0.5836170346,0.2490514587
827,3.709664018,0.3624710521,0.6285006488
828,3.8801473908,0.1357534169,0.9081788543
829,3.9088199981,0.6447797193,0.0926104722
830,3.832304584,0.4544863176,0.4991275761
831,3.8219906476,0.534677427,0.6532827696
832,3.6260828256,0.9401460931,0.6288126556
833,3.6662417165,0.1065476734,0.8786440581
834,3.8433216348,0.3360975812,0.1525509537
835,3.9145885806,0.4223653303,0.9565924897
836,3.6378453033,0.0359302676,0.6222847442
837,3.7137094293,0.9353794553,0.753249427
838,3.6449768719,0.0736993068,0.578845497
839,3.7539115558,0.3894495245,0.8369725026
840,3.9508646333,0.9528022419,0.1784353192
841,3.6049330967,0.1124474323,0.9010090512
842,3.9392569265,0.2478709229,0.96457658
843,3.6226224116,0.2582885421,0.9022438313
844,3.9812669667,0.1210109419,0.9054309299
845,3.658151395,0.6033536119,0.3216920948
846,3.9657376415,0.3079609005,0.0372888698
847,3.882812864,0.8815639549,0.8890633758
848,3.8185126047,0.3337033894,0.4815399242
849,3.626991721,0.138637044,0.7856348262
850,3.9522911192,0.8601110718,0.3288515925
851,3.7594338343,0.6911388774,0.6248134111
852,3.8075573821,0.9420208659,0.8426916505
853,3.6359729676,0.218404012,0.766636498
854,3.8602419824,0.1758742776,0.8030595034
855,3.6478682148,0.0087667869,0.8882272112
856,3.7865641535,0.0504222032,0.6822753835
857,3.8947158377,0.7104239557,0.1352148655
858,3.9070519121,0.3305863729,0.3309587553
859,3.783397855,0.2686633524,0.9041151842
860,3.8963762822,0.2419060496,0.8131979678
861,3.8682795889,0.8735744323,0.2927961499
862,3.7122242467,0.2910396671,0.9238470066
863,3.8571183456,0.0689967642,0.135566077
864,3.7198009978,0.1348423511,0.881326828
865,3.9988249839,0.2449607861,0.5295608246
866,3.880337696,0.9782936509,0.9269176184
867,3.920867578,0.9070355416,0.6266645095
868,3.6288691082,0.1756195955,0.9071638819
869,3.9445412106,0.3301113859,0.7345488057
870,3.7318984803,0.5442674853,0.931252933
871,3.6248414963,0.4823073473,0.6134758578
872,3.6148538447,0.2330458184,0.8763891029
873,3.8444922528,0.8822418852,0.1535893098
874,3.6689837476,0.5664857417,0.475364734
875,3.7586730615,0.8458401691,0.7206281665
876,3.8397158415,0.941039376,0.4884743687
877,3.812452761,0.3805255053,0.3033449061
878,3.8256608235,0.4237615829,0.8960767822
879,3.7280535909,0.3077371867,0.2403860784
880,3.6931149145,0.3276294176,0.874874145
881,3.7406328565,0.4644914188,0.8432055983
882,3.9386683273,0.0893193394,0.2893200036
883,3.9676377178,0.2628172658,0.9916631321
884,3.7581078653,0.0814023533,0.9116116822
885,3.7361235901,0.8773114925,0.9132655406
886,3.7601462376,0.0937394773,0.7268669327
887,3.7446739204,0.6376345639,0.8317544728
888,3.9747770559,0.9419346896,0.3548952631
889,3.6615708396,0.2177393472,0.9129646148
890,3.8832638599,0.6814474779,0.6481135978
891,3.6965413393,0.9306946148,0.5078081387
892,3.6641351826,0.1172817623,0.7696940789
893,3.851282193,0.6891647838,0.9598062128
894,3.651089572,0.954192733,0.5237967438
895,3.6388209361,0.8229374973,0.9045273097
896,3.7394653629,0.8678594839,0.2277568569
897,3.836059945,0.1123275205,0.1514448662
898,3.714596127,0.0888306531,0.2932727235
899,3.9039885211,0.1703883735,0.39468641
900,3.7437362594,0.5367026287,0.9344865439
901,3.8001966768,0.2464750775,0.8743717055
902,3.6267846552,0.2233678712,0.9066489708
903,3.8522584926,0.9610806563,0.1614672554
904,3.6499232152,0.2774495912,0.4548199916
905,3.6328293129,0.1187382329,0.8351563771
906,3.8957600941,0.9160312094,0.5313241797
907,3.6400111225,0.3157755244,0.5713769788
908,3.7236048679,0.8155508081,0.9101302968
909,3.8974515539,0.9272127752,0.2561058774
910,3.789278986,0.487984811,0.7541469899
911,3.6328357543,0.8181916112,0.9070870344
912,3.9592899893,0.8175542409,0.9386373428
913,3.6281427997,0.2188640944,0.8342056105
914,3.809518084,0.4985896292,0.8656051995
915,3.999563118,0.6451897874,0.8072387605
916,3.7654928295,0.8197997772,0.472910421
917,3.862436262,0.6066795756,0.1915073004
918,3.9717150181,0.7611576606,0.5353546305
919,3.9241019521,0.5741101874,0.787977093
920,3.9596200644,0.5891457523,0.9655020587
921,3.6414469491,0.9038564099,0.9102866194
922,3.7095041159,0.2455011655,0.8311327875
923,3.944904749,0.8087781923,0.8486871481
924,3.7525334631,0.6276366361,0.5555313015
925,3.722702901,0.7312742857,0.8410741617
926,3.6143772744,0.2260759289,0.8951631425
927,3.7966328883,0.5701876281,0.7359750623
928,3.7551510982,0.3340876629,0.2749156208
929,3.7560961793,0.4404732987,0.2155743059
930,3.8602154182,0.4677237573,0.5653747185
931,3.7322738264,0.4531861107,0.6737521325
932,3.6208114748,0.9373242547,0.3523804215
933,3.6309802373,0.2312675403,0.9072211883
934,3.8345688055,0.0281978916,0.4951781591
935,3.6014410466,0.0616792514,0.5955496935
936,3.6108839027,0.4048961179,0.5907409375
937,3.9338491656,0.6245073886,0.3768320005
938,3.7204139828,0.2529098949,0.3877774355
939,3.6274282342,0.9071033246,0.8350953369
940,3.684615475,0.1285488492,0.314969589
941,3.757490045,0.0457252009,0.7367026727
942,3.8569182147,0.7836717379,0.4732430232
943,3.8834205065,0.1971677532,0.5060496255
944,3.6838448851,0.0552483288,0.6811723436
945,3.743117346,0.3003986793,0.9348705698
946,3.6886838559,0.9219180139,0.7483211596
947,3.8105267546,0.6961271312,0.9117655365
948,3.7246847146,0.1116012144,0.7782847971
949,3.8119977095,0.1241654775,0.2890688644
950,3.7848542498,0.3882647406,0.6146708878
951,3.7381644498,0.4545318832,0.574076519
952,3.9696997393,0.1070226464,0.9127007714
953,3.8574175555,0.3133918864,0.9513875676
954,3.9114249603,0.0788344295,0.5021594197
955,3.7177905418,0.5080340945,0.8953414098
956,3.9561446334,0.6522968937,0.3888389891
957,3.845352651,0.7475920949,0.1542481854
958,3.9826032985,0.8908611603,0.222513413
959,3.7178074442,0.0991233572,0.818765132
960,3.6789115638,0.3921365251,0.271804505
961,3.6047144824,0.8600198708,0.8632456303
962,3.7157513834,0.4576788443,0.9183606753
963,3.6814272958,0.040454951,0.7183818893
964,3.9213062823,0.9420528477,0.9579964679
965,3.9108143753,0.7802879241,0.1997550596
966,3.7057301017,0.2713082295,0.9262081521
967,3.7074464875,0.6650440296,0.2615191924
968,3.765389341,0.1218390848,0.8812387748
969,3.770558897,0.3994481153,0.2187410322
970,3.8021331211,0.3148711231,0.9503171907
971,3.7248233613,0.7200182855,0.8863551716
972,3.7384496451,0.5959990271,0.8535073953
973,3.7381864571,0.1679131058,0.6608660974
974,3.9974302726,0.2835756715,0.7036089157
975,3.6630639031,0.7681569453,0.8070232245
976,3.7135484602,0.9496694892,0.3230986735
977,3.8514423071,0.5336135079,0.9609818688
978,3.6354398202,0.7424800821,0.7818126638
979,3.6612993794,0.8868620785,0.9141380186
980,3.6282720737,0.8743953757,0.8949863725
981,3.7423370632,0.0086552554,0.9346830014
982,3.7289872058,0.8304118589,0.6828600963
983,3.9604348901,0.7410010838,0.1477484495
984,3.9305809006,0.8466728838,0.3142978321
985,3.9767541547,0.8888627842,0.9777644166
986,3.9782373143,0.2565106904,0.1012402925
987,3.9245490364,0.545489409,0.3868577843
988,3.724370009,0.3622946123,0.7471381174
989,3.6251756163,0.9045184497,0.8407830013
990,3.691411581,0.9176130761,0.4846620094
991,3.7077891989,0.9350596902,0.5041162678
992,3.7039241621,0.063551142,0.7413631202
993,3.721430037,0.4405999369,0.9204890796
994,3.6938909935,0.3587120207,0.3409140249
995,3.61621007,0.7751877658,0.881619276
996,3.986182351,0.9795983584,0.0137490097
997,3.615478682,0.1504298764,0.8286501251
998,3.8597422329,0.927463587,0.1318379292
999,3.8978195484,0.0202228464,0.8890670703
